year,region,technology,spore,capacity_gw
2030,France,CHP,100,2.0213306604495633
2030,France,CHP,206,0.18176435063333055
2030,France,CHP,255,0.21646840750448415
2030,France,CHP,263,1.9034822788398538
2030,France,CHP,328,0.3058872522639185
2030,France,CHP,345,4.37831784729239
2030,France,CHP,431,6.606767622015432
2030,France,Electric heater,0,0.003501103027041155
2030,France,Electric heater,21,0.00218137466211368
2030,France,Electric heater,32,1.3134142043453019
2030,France,Electric heater,77,0.0026078858082206786
2030,France,Electric heater,100,0.0
2030,France,Electric heater,206,0.0
2030,France,Electric heater,255,0.0
2030,France,Electric heater,263,0.0
2030,France,Electric heater,328,0.011757169014603495
2030,France,Electric heater,345,0.6090931784011862
2030,France,Electric heater,431,10.080864570557095
2030,France,Heat pump,0,39.598407032137544
2030,France,Heat pump,21,34.96944843155653
2030,France,Heat pump,32,47.622979175968304
2030,France,Heat pump,77,40.06136655090702
2030,France,Heat pump,100,0.0
2030,France,Heat pump,206,42.94124839394392
2030,France,Heat pump,255,49.856019021996154
2030,France,Heat pump,263,28.23450571024929
2030,France,Heat pump,328,41.63878135510646
2030,France,Heat pump,345,36.794693681542974
2030,France,Heat pump,431,8.920493525346423
2030,Germany,Boiler,0,0.005166889314595297
2030,Germany,Boiler,21,0.005793032202942336
2030,Germany,Boiler,32,0.8846361840136808
2030,Germany,Boiler,77,5.896290445043335
2030,Germany,Boiler,100,53.994293390555015
2030,Germany,Boiler,206,0.0
2030,Germany,Boiler,255,2.7769492865674783
2030,Germany,Boiler,263,1.7426890103212904
2030,Germany,Boiler,328,0.012107985981619208
2030,Germany,Boiler,345,22.746738269969132
2030,Germany,Boiler,431,7.048025459040653
2030,Germany,CHP,0,1.4535566764154542
2030,Germany,CHP,21,0.741348426770268
2030,Germany,CHP,32,0.1621784586847281
2030,Germany,CHP,77,1.1591529141231744
2030,Germany,CHP,100,1.6504328812195141
2030,Germany,CHP,206,0.3839657489071581
2030,Germany,CHP,255,0.5803803685364596
2030,Germany,CHP,263,11.788319059026243
2030,Germany,CHP,328,0.6326907996104906
2030,Germany,CHP,345,9.90893314887116
2030,Germany,CHP,431,12.009694175193653
2030,Germany,Electric heater,0,0.002282589090144947
